;;;;x
EVTDESC666666_NEWS_SHORT;We are receiving worrying reports stating that $FROMCOUNTRY$ has carried out a nuclear strike on one of its enemy. Whatever the political situation of the $FROMCOUNTRY_ADJ$ government this is an unnaceptable crime against humanity and as is appropriate our foreign ministry will shortly be joining the United Nations and the world in condemning the strike.;;x;
EVTNAME150000;Calls for Decolonisation;x
EVTDESC150000;Unrest in our colonies has risen to unprecedented levels! With the eyes of the world now upon us, every action we take to suppress our colonial subjects will trigger international repercussions. Unless we want to become the laughingstock of the civilised world it would seem like we will either have to make compromises or grant our colonies independence.;x
EVTOPTA150000;Surely it can't be that bad!;x
EVTNAME150001;The Suez Crisis;x
EVTDESC150001;Egypt has nationalised the Suez Canal, if we do not act we risk losing this vital imperial asset along with much prestige.;x
EVTOPTA150001;Let them have it;x
EVTOPTB150001;We shall take it back by force!;x
EVTNAME150002;Decolonisation Completed;x
EVTDESC150002;The era of colonial exploitation is coming to an end in $COUNTRY$. Our colonial days shall never be forgotten even so, for good and for worse.;x
EVTOPTA150002;Well we had a good run at it anyway;x
post_colonial_nationmod;Post-Colonial Nation;x
gandhimod;Gandhi is Campaigning Against Us;x
gandhimod_desc;Mahatma Gandhi is actively campaigning for Indian independence.;x
EVTNAME200001;Gandhi and Indian Independence;x
EVTDESC200001;Mahatma Gandhi has gained much popularity amongst his fellow Indians through his practice of peaceful civil disobedience and is becoming more and more of a problem. His aim is to expel $COUNTRY_ADJ$ forces out of India and form an independent nation. What shall we do with him?;x
EVTOPTA200001;Imprison him and deal with the dissenters;x
EVTOPTB200001;Leave him be;x
release_gandhi_title;Release Gandhi;x
release_gandhi_desc;Releasing Gandhi may calm the Indian masses (as well as soothing our own liberals and socialists) temporarily, without him they are unpredictable. However once released there is no telling where he might lead them.;x
EVTNAME200002;Civil Disobedience;x
EVTDESC200002;Our Indian subjects, under the leadership of Gandhi, have found novel ways to pester us. While they will not repeat the mistakes of their sepoy forebears and openly challenge our might, they have started to deny our right to rule over them by standing completely still and not responding to commands from their $COUNTRY_ADJ$ superiors no matter how much pressure is applied. This will undoubtedly affect production.;x
EVTOPTA200002;Damn them!;x
CWB_NAME;Cold War;x
CWB_DESC;"From Stettin in the Baltic to Trieste in the Adriatic, an iron curtain has descended across the Continent. Behind that line lie all the capitals of the ancient states of Central and Eastern Europe. Warsaw, Berlin, Prague, Vienna, Budapest, Belgrade, Bucharest and Sofia, all these famous cities and the populations around them lie in what I must call the Soviet sphere, and all are subject in one form or another, not only to Soviet influence but to a very high and, in many cases, increasing measure of control from Moscow. Whatever conclusions may be drawn from these facts — and facts they are — this is certainly not the Liberated Europe we fought to build up. Nor is it one which contains the essentials of permanent peace." The words of British Prime Minister Winston Churchill underline the fragility of this new world order. Though the Allies defeated Nazi Germany in the second World War, a new standoff now exists between them and the Soviet Empire.;x
WW2_NAME;World War II;x
WW2_DESC;Hitler’s promises proved to be worth nothing, and the Munich agreement that had promised peace in our time was torn up within 6 months. The Western Allies steeled themselves for war, while the Soviet Union made a pact with the devil. The German attack on Poland meant war. Chamberlain wanted to “live to see the day when Hitlerism has been destroyed and a liberated Europe has been re-established.” He would be dead before the next year ended -- peace would take longer.;x
MOD_NAME;New Millenium;x
MOD_DESC;New York, the heart of capitalism. The fireworks rise into the sky to celebrate the arrival of a new Millenium full of optimism. But also the end of an eventful and often tragic one where humanity faced its biggest challenges yet. Despite all the hurdles, the United States of America has emerged from the 20th century as the world's only superpower. Under its leadership the West has vanquished fascism and communism and created a new order based on prosperity, growth and liberty for itself. The whole world is not at peace however. From Beirut to Beijing millions are still being exploited, either by their own or by foreign interests. As a result many harbour a deep resentment for this new American-led world order and its comparatively carefree citizens. The threats of terrorism and war are becoming increasingly menacing as technology and radicalism seem to advance at the same pace, and there are conflicts aplenty that may provide the fateful spark which will ignite the world.;x
FUT_NAME;Future;x
FUT_DESC;Only 23 years after the promise of a new American century the United States of America stands as a mere shadow of its former self. Even the hard lessons of the American civil war seem to be all but forgotten as old differences between the progressive North and the traditional South come back to the surface. Meanwhile abroad, globalisation has made capitalism the only economic ideal. But while ideological wars are a distant memory, the old tribal conflicts of ethnic nationalism burn with a renewed force, fuelled by the exponential growth of new dynamic economies. ;x
EVTNAME1000000;France Surrenders!;x
EVTDESC1000000;Our troops have occupied Paris, France is now at our mercy!;x
EVTOPTA1000000;Annex it!;x
EVTOPTB1000000;Take Northern France and form a puppet government to rule over Southern France and its colonies;x
EVTOPTC1000000;Establish a puppet government;x
pearl_harbor_title;Pearl Harbor;x
pearl_harbor_desc;Placeholder;x
operation_barbarossa_title;Operation Barbarossa;x
operation_barbarossa_desc;With our Western front secured we can now turn our attention to our worst enemy with whom we made a necessary pact in August 1939, the bolshevik giant in the East! The goal of Operation Barbarossa is to expand the Greater Reich thousands of miles East and secure valuable resources for the war effort.;x
EVTDESC1000002;Although Churchill promised the British Empire would fight on, in reality once London fell there was little resistance overseas. The island of Great Britain is now at our mercy and the British will lose their Empire to local native governments should we choose to annex it. Alternatively we can offer the British crown to Edward VIII, a Royal Nazi sympathiser. The former Royal family having fled to Canada.;x
EVTNAME200706;John Lennon Killed;x
EVTDESC200706;Lennon was murdered today in New York, shot multiple times in the back by a deranged fan. Even as millions are mourning his death some have put forward a theory that our government is behind it all, pointing to the singer and revolutionary's troubles with the immigration office as evidence that he was not wanted in $COUNTRY$.;x
EVTOPTA200706;Oh well;x
cut_japan_war_supplies_title;Cut Japan's War Supplies;x
cut_japan_war_supplies_desc;The imperial ambitions of Japan are unacceptable, we must do our utmost to undermine their war capabilities even if it must lead to war.;x
japan_usasuppliescutmod;American Embargo;x
europe_immigration_postwar_title;Encourage Post-Colonial Immigration;x
europe_immigration_postwar_desc;With anti-colonial feelings ever increasing the chance that we'll lose our place in the world is becoming very likely. However, while we may not be able to maintain control over our empire, perhaps we can bring our empire to us through immigration and by doing so remain a major power?;x
europe_immigration_stop_title;Stop Post-Colonial Immigration;x
europe_immigration_stop_desc;Many $COUNTRY_ADJ$ citizens are starting to feel like a minority in their own country, perhaps it would be best to increase immigration control.;x
europe_postwar_immigration;Post-Colonial Immigration;x
europe_postwar_immigration_desc;We have opened our doors to immigrants from our former colonies.;x
closed_country_policyprovince;Closed-Country Policy;x
emigration_stop_title;Enact Closed-Country Policy;x
emigration_stop_desc;Closing our borders to both immigrants and emigrants would affect the way we conduct international diplomacy and trade but would also enable us to forge a more homogenous society free of foreign influence.;x
emigration_stopstop_title;Revoke Closed-Country Policy;x
emigration_stopstop_desc;Maybe it is time to reopen our borders and enter into a more harmonious relationship with the rest of the world.;x
closed_country_policy;Closed-Country Policy;x
closed_country_policy_desc;We are stopping anyone from leaving and entering the country.;x
EVTDESC200074;The native Americans of Northern Quebec object to the inclusion of their ancestral homelands into our new nation and wish to remain part of Canada. They have cited various territorial treaties entered with British Kings in colonial times as evidence that their lands cannot be claimed by Quebec separatists.;x
EVTDESC210000;In order to control the spread of deadly viruses and improve human health worldwide the United Nations have today created the World Health Organisation, or WHO. It is hoped that in years to come the agency will be able to prevent pandemics by using the combined resources of the world and having unrestricted access to all corners of the planet.;x
EVTNAME170504;A Jewel Lost;x
EVTDESC170504;India, once said to be the jewel in the crown of our empire, has now been lost. Is this the beginning of the end for the British Empire?";x
EVTOPTA170504;Well, we had a good run!;x
offer_east_prussia_title;Offer to sell Kaliningrad Oblast;x
offer_east_prussia_desc;Kaliningrad Oblast, a Russian enclave North of Poland which used to be part of Germany, its empire and before that Prussia could be sold back to them should we want to.;x
;;;;x
