aden_protectorate_title;The Aden Protectorate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
aden_protectorate_desc;With enough influence among the sheiks of southern Yemen, a treaty could be signed that would force them to acknowledge us as their sovereign. We cede them Aden, and in return they would agree enter into no relationships with other nations without our express permission. Our continued influence over the Arabian peninsula would be secured.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
address;Address the Nation;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
address_desc;The nation has been addressed by our leaders. The effects of that address will no doubt be felt for years to come.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
address_the_nation_title;Address the Nation;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
address_the_nation_desc;A speech was made today,although the direct implications are obvious,whether or not it will go down in history shall remain to be seen.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
african_independence_title_1;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_1;Following the recent global tendencies towards decolonization the local population in our colony of Angola have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_2;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_2;Following the recent global tendencies towards decolonization the local population in our colony of Benin have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_3;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_3;Following the recent global tendencies towards decolonization the local population in our colony of Burundi have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_4;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_4;Following the recent global tendencies towards decolonization the local population in our colony of Botswana have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_5;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_5;Following the recent global tendencies towards decolonization the local population in our colony of Central Africa have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_6;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_6;Following the recent global tendencies towards decolonization the local population in our colony of Chad have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_7;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_7;Following the recent global tendencies towards decolonization the local population in our colony of Cameroon have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_8;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_8;Following the recent global tendencies towards decolonization the local population in our colony of Comoros have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_9;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_9;Following the recent global tendencies towards decolonization the local population in our colony of Ivory Coast have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_10;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_10;Following the recent global tendencies towards decolonization the local population in our colony of Djibouti have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_11;Eritrean Secessionist Movement Formed;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_11;A new movement have been founded in our eastern land, Eritrea, wanting to form their own, free state. We shall proceed cautiously.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_12;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_12;Following the recent global tendencies towards decolonization the local population in our colony of Equatorial Guinea have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_13;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_13;Following the recent global tendencies towards decolonization the local population in our colony of Fatso have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_14;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_14;Following the recent global tendencies towards decolonization the local population in our colony of Gabon have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_15;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_15;Following the recent global tendencies towards decolonization the local population in our colony of Gambia have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_16;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_16;Following the recent global tendencies towards decolonization the local population in our colony of Ghana have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_17;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_17;Following the recent global tendencies towards decolonization the local population in our colony of Kenya have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_18;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_18;Following the recent global tendencies towards decolonization the local population in our colony of Lesotho have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_19;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_19;Following the recent global tendencies towards decolonization the local population in our colony of Mauritania have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_20;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_20;Following the recent global tendencies towards decolonization the local population in our colony of Mali have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_21;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_21;Following the recent global tendencies towards decolonization the local population in our colony of Mozambique have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_22;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_22;Following the recent global tendencies towards decolonization the local population in our colony of Malawi have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_23;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_23;Following the recent global tendencies towards decolonization the local population in our colony of Nigeria have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_24;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_24;Following the recent global tendencies towards decolonization the local population in our colony of Niger have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_25;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_25;Following the recent global tendencies towards decolonization the local population in our colony of Namibia have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_26;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_26;Following the recent global tendencies towards decolonization the local population in our colony of Congo have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_27;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_27;Following the recent global tendencies towards decolonization the local population in our colony of Rwanda have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_28;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_28;Following the recent global tendencies towards decolonization the local population in our colony of Senegal have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_29;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_29;Following the recent global tendencies towards decolonization the local population in our colony of Somalia have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_30;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_30;Following the recent global tendencies towards decolonization the local population in our colony of Sierra Leone have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_31;South Sudan Separatism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_31;Our country's southern part have, since the separation from Egypt been attempting to secede from us, creating their own nation, and now they are closer to this than ever before. We shall keep an eye on them.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_32;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_32;Following the recent global tendencies towards decolonization the local population in our colony of Sao Tome Principe have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_33;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_33;Following the recent global tendencies towards decolonization the local population in our colony of Sudan have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_34;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_34;Following the recent global tendencies towards decolonization the local population in our colony of Swaziland have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_35;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_35;Following the recent global tendencies towards decolonization the local population in our colony of Togo have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_36;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_36;Following the recent global tendencies towards decolonization the local population in our colony of Tanzania have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_37;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_37;Following the recent global tendencies towards decolonization the local population in our colony of Uganda have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_38;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_38;Following the recent global tendencies towards decolonization the local population in our colony of Zambia have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_title_39;Colonial Separatism Grows;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
african_independence_desc_39;Following the recent global tendencies towards decolonization the local population in our colony of Zimbabwe have also create a separatist movement, wanting to form their own free nation.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albania_in_yugoslavia_title;Incorporate Albania into Yugslavia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
